models,delta,spacing,nds,c_1.0.5.0.0.1,c_1.0.5.0.1.1,c_1.0.5.0.2.1,c_1.0.5.0.3.1,c_1.0.5.0.4.1,c_1.0.5.0.5.1
1.0.5.0.0.1,0.090702907691572,0.21313152436211438,22,0.0,0.45454545454545453,0.45,0.5555555555555556,0.2857142857142857,0.3684210526315789
1.0.5.0.1.1,7.462399506584307e-07,0.0008664595385621074,22,0.36363636363636365,0.0,0.5,0.5,0.2857142857142857,0.42105263157894735
1.0.5.0.2.1,0.18836555159714918,0.3076721169513184,20,0.36363636363636365,0.4090909090909091,0.0,0.5,0.3333333333333333,0.3684210526315789
1.0.5.0.3.1,0.11072658081752126,0.000944406875553606,18,0.3181818181818182,0.36363636363636365,0.3,0.0,0.23809523809523808,0.47368421052631576
1.0.5.0.4.1,7.657853872355957e-07,0.0008734137044804583,21,0.4090909090909091,0.5,0.55,0.5555555555555556,0.0,0.42105263157894735
1.0.5.0.5.1,0.10493827091080782,8.641749473420393e-05,19,0.18181818181818182,0.3181818181818182,0.2,0.16666666666666666,0.047619047619047616,0.0
