models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9496347214995751,0.010144270578917813,7,0.08233841521601193,60.8809700012207,0.0,0.0,0.0,0.0,0.0,0
B,0.9673613553001449,0.002172134265006642,8,0.05693014615896427,122.19200015068054,1.0,0.0,1.0,0.5,0.0,2
C,0.9540201878742252,0.0065889000213242305,9,0.09726449775608459,69.18118381500244,1.0,0.0,0.0,0.0,0.0,1
D,0.9633197976686964,0.0039225633255370205,8,0.050209052106357135,83.53247380256653,1.0,0.5,0.7777777777777778,0.0,0.0,2
E,0.9607053829166382,0.06607144771606098,64,0.7842985042474415,106.4464647769928,1.0,1.0,1.0,1.0,0.0,4
