models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.043895686508098455,0.8592089184859,0.01741000701019888,6,0.6752337749114988,28.482237339019775,0.0,0.125,0.2727272727272727,0.0,0.45454545454545453,0.0,1
NetKeys,0.04529550062895008,0.8004123183833234,0.021575582724967457,8,0.7653000330864816,34.84056091308594,0.8333333333333334,0.0,0.36363636363636365,0.375,0.36363636363636365,0.05,1
Prim,0.03010884530759874,0.7130069217054529,0.009657824426978214,11,0.7676691128790255,20.40994954109192,0.3333333333333333,0.5,0.0,0.125,0.6363636363636364,0.0,3
Kruskal,0.03961815441938203,0.7948515715244618,0.0004766092787281065,8,0.677681156171984,30.205076217651367,0.8333333333333334,0.375,0.6363636363636364,0.0,0.6363636363636364,0.05,3
HMOEA,0.03191737983850415,0.7309946684404983,0.023813851071415888,11,0.8423653385766445,40.01902151107788,0.3333333333333333,0.5,0.18181818181818182,0.0,0.0,0.0,1
GPrim,0.00025500790228034453,0.5356865017652442,0.048995830325884615,20,0.883917980958471,28.316718816757202,1.0,0.625,1.0,0.5,0.9090909090909091,0.0,5
