models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9558058811150584,0.005937075924582531,11.7,0.7618582977845857,131.49927694797515,0.0,0.02857142857142857,0.06196581196581197,0.07737303617099014,0.306547619047619,0.0,0.8
NetKeys,0.9739449707890644,0.00570678798099746,11.0,0.7971572684254793,379.16492121219636,0.9272727272727274,0.0,0.3435236985236986,0.3749786871270247,0.5164285714285715,0.0,3.4
Prim,0.9714446225087358,0.009770440638538068,10.3,0.7378012804385938,158.2687974214554,0.6702991452991454,0.2893351093351093,0.0,0.2225367900783502,0.31047619047619046,0.0,3.1
Kruskal,0.9358706294040864,0.007201542633501977,19.2,0.9050607058651396,199.3875314950943,0.6479409479409479,0.08824397824397824,0.1264102564102564,0.0,0.5507142857142858,0.0,2.1
HMOEA,0.8849705653713344,0.016835032915871805,6.8,0.9220900058539842,1060.3150654792785,0.2460955710955711,0.02678321678321679,0.029914529914529912,0.2554297081151301,0.0,0.0,0.6
GPrim,0.7854836746302001,0.0020605272073873303,94.6,0.9407009233141647,215.1283394575119,1.0,1.0,1.0,0.981128364389234,0.9222619047619048,0.0,5.0
