models,delta,spacing,nds,hypervolume,c_1.2.6.0.1.0,c_1.2.6.0.1.1,c_1.2.6.0.1.2,c_1.2.6.0.1.3,score
1.2.6.0.1.0,2.8888888009779765,3.366411933846905,4,0.2363420277267968,0.0,0.3333333333333333,0.5,0.0,1
1.2.6.0.1.1,1.2189999204048618e-05,0.0036004953541397076,3,0.28876372575707154,0.5,0.0,0.25,0.5,2
1.2.6.0.1.2,1.555555696858501,2.062354069770055,4,0.30458665296835685,0.0,0.6666666666666666,0.0,0.0,1
1.2.6.0.1.3,2.8888888009779765,3.366411933846905,4,0.2363420277267968,0.0,0.3333333333333333,0.5,0.0,1
