models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9797085589873443,0.00015813853390088053,6,0.024502251767417466,0.0,0.0,0.0,0.0,0.0,0
B,0.9023131900338277,0.009984106322199931,22,0.1940228748312684,1.0,0.0,0.0,0.0,0.0,1
C,0.9701857021130953,0.004072964573662162,7,0.04232512821878104,1.0,0.2727272727272727,0.0,0.0,0.0,2
D,0.9551048387149164,0.005625624657125948,17,0.10698868923219679,1.0,1.0,0.7142857142857143,0.0,0.0,3
E,0.7591084690874266,0.0029928543891550394,98,0.4009321370508416,1.0,1.0,1.0,1.0,0.0,4
