models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9622073512048374,0.007282392453736549,9.2,0.055737311218049646,246.08782203197478,0.0,0.38576249730661494,0.03611111111111111,0.0,0.0,0.9
B,0.9416705994602111,0.011786258597974423,16.3,0.1466079775074788,1173.334983754158,0.05075757575757576,0.0,0.0,0.0,0.0,0.1
C,0.9674605619669556,0.007931377640321969,10.1,0.0707111214810166,171.89864645004272,0.9070454545454545,0.4887844753285929,0.0,0.09824561403508772,0.0,2.0
D,0.9753473018194532,0.012729634490431324,10.9,0.06895524424661481,322.2078450202942,0.8858225108225108,0.9085690045248868,0.48024891774891776,0.0,0.0,2.9
E,0.754247857272415,0.0027525672500292907,98.7,0.39315912651714374,238.64621126651764,1.0,1.0,1.0,1.0,0.0,4.0
