models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7648529419251976,0.6315789991852594,0.00013704953890945884,8,0.027218189238312852,0.0,0.0,0.0,0.0,0.0,0
B,0.3905125018436787,0.515789586099992,0.30149614237382444,11,0.04548295751989574,1.0,0.0,0.0,0.0,0.0,1
C,0.7000000048061886,0.719298303468024,0.37791547286882593,7,0.029129972944831724,1.0,0.8181818181818182,0.0,0.16666666666666666,0.0,2
D,0.610327783575286,0.768421099385876,0.4082302459167728,6,0.030808948728196037,1.0,0.6363636363636364,0.42857142857142855,0.0,0.0,3
E,0.15811395496670858,0.21052663550445488,0.00021560677720077801,16,0.06833175784403367,1.0,1.0,1.0,1.0,0.0,4
