models,delta,spacing,nds,c_1.0.1.0.0.1,c_1.0.1.0.1.1,c_1.0.1.0.2.1,c_1.0.1.0.3.1,c_1.0.1.0.4.1,c_1.0.1.0.5.1
1.0.1.0.0.1,1.8664422096748012e-07,0.0002978253565594515,3,0.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666
1.0.1.0.1.1,0.0,0.0,2,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333
1.0.1.0.2.1,0.9999999828830821,1.154580132850546,3,0.6666666666666666,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666
1.0.1.0.3.1,0.0,0.0,2,0.6666666666666666,1.0,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
1.0.1.0.4.1,4.0876832119174367e-07,0.0003805982278425294,3,0.0,0.0,0.3333333333333333,0.5,0.0,0.0
1.0.1.0.5.1,4.096664446562315e-07,0.0005121391806398746,3,0.0,0.0,0.3333333333333333,0.5,0.6666666666666666,0.0
