models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8602325322956539,0.8157894723247543,9.198239741118092e-05,5,0.013004256110114,0.0,0.0,0.0,0.0,0.0,0
B,0.6020797415323224,0.47368425364723526,0.0001600206442159598,11,0.02665421069764927,1.0,0.0,0.1,0.2727272727272727,0.0,1
C,0.4636809275490731,0.5672514912824733,0.3162284481371104,10,0.020081439810652035,1.0,0.7272727272727273,0.0,0.36363636363636365,0.0,2
D,0.4924429006101514,0.5157895050323228,0.00017665649974301346,11,0.027214337822564147,1.0,0.8181818181818182,0.4,0.0,0.05,3
E,0.00019213617262094323,6.556601775998832e-06,0.00045768080143796,20,0.06286410846711057,1.0,1.0,0.8,0.9090909090909091,0.0,4
