models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9743589662502299,0.0,2,0.013719304691098506,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.8820512895930129,0.5163734948388933,6,0.02947835879043249,1.0,0.0,0.5714285714285714,0.1111111111111111,0.0,0.0,2
C,0.8461538559035245,1.515079188595682e-05,7,0.025505763755621004,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1
D,0.8141025769316921,0.0002558217019255151,9,0.06016777874064342,1.0,0.5,0.42857142857142855,0.0,0.09090909090909091,0.0,3
E,0.461540366100379,0.0008702097912040624,22,0.2084236423730546,1.0,1.0,1.0,0.7777777777777778,0.0,0.391304347826087,4
F,0.4358977833700087,0.0008434781300251391,23,0.2101472460487976,1.0,1.0,1.0,0.8888888888888888,0.6363636363636364,0.0,5
