models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8888194735446022,0.7684210079735235,0.000492521785054642,6,0.028852232253864553,0.0,0.0,0.0,0.0,0.0,0
B,0.4213075043862392,0.5847954030796729,9.442832942458413e-05,10,0.04687488520020992,1.0,0.0,0.2222222222222222,0.2222222222222222,0.0,1
C,0.46636897360397916,0.6315789198950499,0.0004976996940697473,9,0.049287926667489476,1.0,0.6,0.0,0.2222222222222222,0.0,2
D,0.5522680607157653,0.6184210884591647,0.000383442941466335,9,0.04407532217732011,1.0,0.4,0.4444444444444444,0.0,0.0,3
E,0.00025670361391008975,6.722429847568761e-06,0.0009114669969756479,20,0.1268466146245092,1.0,1.0,1.0,1.0,0.0,4
