models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.058727339001773224,0.821066387228414,0.023582811355560444,5,0.16670413432101835,0.0,0.0,0.0,0.0,0.0,0
B,0.03653826872532784,0.6269509959883689,0.029903551810983694,14,0.39362809717557296,1.0,0.0,0.18181818181818182,0.16666666666666666,0.0,1
C,0.05008203938429755,0.7138519721947342,0.0010554402995690505,11,0.260012981343161,1.0,0.42857142857142855,0.0,0.16666666666666666,0.0,2
D,0.039785359579185706,0.7075511292690952,0.061869192252950164,12,0.4140007543422721,1.0,0.5,0.45454545454545453,0.0,0.05,3
E,0.011034968196651845,0.6444454914226002,0.11757720467212371,20,0.806427916199076,1.0,0.6428571428571429,0.6363636363636364,0.8333333333333334,0.0,4
