models,delta,spacing,nds,c_1.0.4.0.4.0,c_1.0.4.0.4.1,c_1.0.4.0.4.2,c_1.0.4.0.4.3,c_1.0.4.0.4.4,c_1.0.4.0.4.5,c_1.0.4.0.4.6,c_1.0.4.0.4.7
1.0.4.0.4.0,0.4444444111785724,0.3778851141317086,7,0.0,0.2727272727272727,0.125,0.2,0.1,0.0,0.14285714285714285,0.16666666666666666
1.0.4.0.4.1,0.31999998391629897,0.00018357045462557534,11,0.5714285714285714,0.0,0.25,0.0,0.4,0.0,0.0,0.3333333333333333
1.0.4.0.4.2,0.6122448664923689,0.4629023528834169,8,0.7142857142857143,0.6363636363636364,0.0,0.2,0.3,0.0,0.2857142857142857,0.5
1.0.4.0.4.3,0.7499999679269478,0.8944332463128043,5,0.8571428571428571,0.45454545454545453,0.5,0.0,0.7,0.16666666666666666,0.14285714285714285,0.3333333333333333
1.0.4.0.4.4,0.1975308560721437,0.0002152535945403388,10,0.8571428571428571,0.45454545454545453,0.375,0.2,0.0,0.0,0.2857142857142857,0.5
1.0.4.0.4.5,0.32000002490468615,0.4084579495929327,6,1.0,0.7272727272727273,0.625,0.4,0.9,0.0,0.42857142857142855,0.6666666666666666
1.0.4.0.4.6,0.27777776792955916,0.3779542594004909,7,0.8571428571428571,0.6363636363636364,0.625,0.8,0.8,0.3333333333333333,0.0,0.6666666666666666
1.0.4.0.4.7,0.47999997361316493,0.547687958369854,6,0.7142857142857143,0.45454545454545453,0.375,0.4,0.2,0.16666666666666666,0.14285714285714285,0.0
