models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7615773213173047,0.7684210590685064,9.734831087697717e-05,6,0.01339878170701661,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.6020797355710756,0.47368425796304203,0.00013561009676090022,11,0.025624606102049155,1.0,0.0,0.08333333333333333,0.08333333333333333,0.05,0.0,1
C,0.3872983526079778,0.42105267129799423,7.631830540518333e-05,12,0.023502333503235134,1.0,0.7272727272727273,0.0,0.08333333333333333,0.05,0.1,2
D,0.38729835259530665,0.42105267135962887,7.761498786553234e-05,12,0.02351174802146113,1.0,0.6363636363636364,0.4166666666666667,0.0,0.15,0.1,4
E,6.630737338109434e-05,6.356922606762657e-06,0.00045924904141850166,20,0.06294691440861411,1.0,0.9090909090909091,0.3333333333333333,0.08333333333333333,0.0,0.15,3
F,6.627422596911302e-05,6.400201302364651e-06,0.0004590621636138358,20,0.06293987842873783,1.0,0.9090909090909091,0.3333333333333333,0.16666666666666666,0.25,0.0,5
