models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9595959606366574,1.1338688453102277,7,0.1310031368296285,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9343434363663815,0.44096239494064765,9,0.1782907295110793,1.0,0.0,0.6666666666666666,0.4444444444444444,0.0,0.0,3
C,0.9267676736685777,1.3333341022429521,9,0.23664077118964622,1.0,0.0,0.0,0.2777777777777778,0.0,0.0,2
D,0.8377896802222795,0.6690409795483955,18,0.4509148949915238,1.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,1
E,0.4882727151640048,0.2197682350751138,60,0.9193969219601349,1.0,1.0,1.0,1.0,0.0,0.29333333333333333,4
F,0.2907456928128793,0.11544829578460018,75,1.6691488482687908,1.0,1.0,1.0,1.0,0.6,0.0,5
