models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.6782330102421089,0.7578947455703686,0.4082931017600078,6,0.01513065450238441,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.37416574458445834,0.3157895642686815,0.00021742979721728123,14,0.0360738151050124,0.8333333333333334,0.0,0.2727272727272727,0.2727272727272727,0.0,0.0,1
C,0.5123475502156388,0.4736842545586851,4.3050460656319975e-06,11,0.022473729102933188,1.0,0.5714285714285714,0.0,0.2727272727272727,0.0,0.0,2
D,0.6020797369262524,0.4736842629689554,9.893864046121033e-05,11,0.023909516377826193,1.0,0.5714285714285714,0.2727272727272727,0.0,0.0,0.0,2
E,6.637543549874765e-05,6.457250088023319e-06,0.0004571870531409095,20,0.06288036933802296,1.0,0.9285714285714286,0.7272727272727273,0.9090909090909091,0.0,0.1,4
F,6.621909291310764e-05,6.55813657325009e-06,0.00045834555061264454,20,0.06287432141231933,1.0,0.9285714285714286,0.7272727272727273,0.9090909090909091,0.25,0.0,5
