models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9496218589787935,0.021220617806523758,4,0.05634586818437967,0.0,0.0,0.0,0.0,0.0,0
B,0.9477949146542878,0.004290001612985777,11,0.09774302585618284,1.0,0.0,0.3333333333333333,0.08,0.0,1
C,0.9459773424280585,0.009839049402674755,9,0.0808167442380349,1.0,0.5454545454545454,0.0,0.16,0.0,2
D,0.855128852417193,0.017650646725517864,25,0.25702754432910113,1.0,0.6363636363636364,0.3333333333333333,0.0,0.0,3
E,0.9359962379390165,0.06336659572060438,70,0.814129377902026,1.0,1.0,1.0,1.0,0.0,4
