Instance,1.6.4.0.4.0_0.05-mean,1.6.4.0.4.0_0.05-std,1.6.4.0.4.1_0.1-mean,1.6.4.0.4.1_0.1-std,1.6.4.0.4.2_0.15-mean,1.6.4.0.4.2_0.15-std,1.6.4.0.4.3_0.2-mean,1.6.4.0.4.3_0.2-std,1.6.4.0.4.4_0.3-mean,1.6.4.0.4.4_0.3-std,1.6.4.0.4.5_0.4-mean,1.6.4.0.4.5_0.4-std,1.6.4.0.4.6_0.5-mean,1.6.4.0.4.6_0.5-std
small_ga-dem1_r25_1_0,0.044,9.4e-03,0.0479,7.7e-03,0.0534,0.012,0.0521,9.2e-03,0.0552,6.8e-03,\textbf{0.0629},5.3e-03,0.0611,6.2e-03
small_ga-dem4_r25_1_40,0.0733,0.019,0.0726,0.014,0.0733,0.027,0.0862,0.019,0.0798,0.023,\textbf{0.0922},0.029,0.0813,0.028
small_no-dem2_r25_1_40,0.06,0.036,0.0612,0.019,0.0491,0.02,0.0576,0.022,\textbf{0.0729},0.022,0.0586,0.019,0.0667,0.016
small_no-dem3_r25_1_0,0.0354,7.5e-03,0.0361,8.2e-03,0.0382,7.8e-03,0.0443,0.01,0.0395,7.2e-03,0.0439,8.5e-03,\textbf{0.048},5.3e-03
small_uu-dem4_r25_1_0,0.025,9.1e-03,0.0311,9.0e-03,0.0318,5.6e-03,0.0308,2.7e-03,0.0368,9.6e-03,0.0388,0.01,\textbf{0.039},4.7e-03
