Instance,1.6.4.0.4.0_0.05-mean,1.6.4.0.4.0_0.05-std,1.6.4.0.4.1_0.1-mean,1.6.4.0.4.1_0.1-std,1.6.4.0.4.2_0.15-mean,1.6.4.0.4.2_0.15-std,1.6.4.0.4.3_0.2-mean,1.6.4.0.4.3_0.2-std,1.6.4.0.4.4_0.3-mean,1.6.4.0.4.4_0.3-std,1.6.4.0.4.5_0.4-mean,1.6.4.0.4.5_0.4-std,1.6.4.0.4.6_0.5-mean,1.6.4.0.4.6_0.5-std
small_ga-dem1_r25_1_0,8.9,1.7,10.4,1.3,10.6,1.7,9.8,1.8,11.4,1,\textbf{12.5},2,12.2,1.6
small_ga-dem4_r25_1_40,6.5,1.9,6.5,1.3,6.6,1.8,\textbf{7.4},1.4,6.4,1.3,7.3,1.8,6.6,1.4
small_no-dem2_r25_1_40,4.4,1.7,4.5,0.67,3.7,1.1,3.6,1.2,4.8,0.87,3.8,0.6,\textbf{5},1.1
small_no-dem3_r25_1_0,7,1.3,7.3,0.64,8.1,1.3,8.3,1.1,8.3,1.7,8.9,1.8,\textbf{9.4},1.7
small_uu-dem4_r25_1_0,5.8,1.8,6.4,1,7,1.3,6.9,0.7,7.9,1.9,\textbf{8.3},1.2,7.6,1.2
