models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9544284207061937,1.6477896861863766,6.4,0.3799482600245295,0.0,0.01875,0.0,0.0,0.0,0.0
B,0.9068701586749714,1.8856945481611205,16.7,1.4468923588127276,0.32107142857142856,0.0,0.0,0.0,0.0,0.8
C,0.9452548478058773,1.681568103365894,9.1,0.5262167993683101,1.0,0.5010866013071895,0.0,0.12777634130575305,0.0,2.1
D,0.9033750846680654,1.4690901830523682,16.1,1.0533025271538075,0.9714285714285715,0.9494444444444443,0.4125757575757575,0.0,0.0,2.9
E,0.8926592796185494,0.8789701261374192,24.2,0.9239440447383116,1.0,0.5679901960784314,0.99,0.36398405516052573,0.0,4.0
