models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8388278446551827,7.142442051328256e-05,8,0.03536149817653593,0.0,0.0,0.0,0.0,0.0,0
B,0.7948718089868259,1.3332940632018333,9,0.0702394324340781,1.0,0.0,0.2727272727272727,0.25,0.0,1
C,0.7435897648199984,5.004267902079729e-05,11,0.047499304303821946,1.0,0.7777777777777778,0.0,0.3333333333333333,0.0,2
D,0.7668997883730838,0.5773596129205577,12,0.07180407690531745,1.0,0.4444444444444444,0.45454545454545453,0.0,0.0,3
E,0.1282075382655858,0.0006993683225585697,35,0.2589113848161237,1.0,1.0,1.0,1.0,0.0,4
