models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.8947368485067007,0.5772420334688249,3,0.012688218913578846,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.5847954127030313,0.3162071298443149,10,0.044677632302749064,1.0,0.0,0.25,0.2,0.0,0.0,1
C,0.6691729853547557,6.59948974197664e-05,8,0.03095657905985371,1.0,0.6,0.0,0.5,0.1,0.0,3
D,0.5672515386324242,0.0002444850757092298,10,0.04590661937409178,1.0,0.6,0.0,0.0,0.05,0.0,2
E,6.620591191788266e-06,0.0009075045002967457,20,0.12607536063216546,1.0,0.9,0.625,0.9,0.0,0.1,4
F,6.94674403603573e-06,0.0009104115115621223,20,0.12680033558003728,1.0,1.0,0.875,1.0,0.45,0.0,5
