models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9376229418127465,0.01089660345964838,10,0.7349580397394087,63.44707274436951,0.0,0.16666666666666666,0.0,0.0,0.4,0.0,0
NetKeys,0.9386431680398527,0.005704449051331789,12,0.8035387610232684,127.75046181678772,0.7,0.0,0.4166666666666667,0.0,0.7,0.0,2
Prim,0.9209219426053795,0.005564293542923784,12,0.7462422401269646,67.92056655883789,1.0,0.4166666666666667,0.0,0.05555555555555555,0.5,0.0,2
Kruskal,0.927009500891427,0.0039030857096726897,18,0.9066658654253648,84.45175838470459,0.9,0.8333333333333334,0.5,0.0,0.7,0.0,4
HMOEA,0.8223831815314013,0.020148798431202958,10,0.909659157748822,357.7571291923523,0.5,0.0,0.08333333333333333,0.1111111111111111,0.0,0.0,1
GPrim,0.7634490448872537,0.026865537350262616,72,0.9662938817387807,97.44989156723022,1.0,1.0,1.0,1.0,1.0,0.0,5
