models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,1.0920164915575727,0.8947368280315158,0.5770079764777954,3,0.008865612011230243,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.3000000154048859,0.41228075562281535,9.561581765076922e-05,13,0.029741781259445363,1.0,0.0,0.2857142857142857,0.18181818181818182,0.0,0.0,1
C,0.29580400103527016,0.31578953427911316,0.00017221342388747457,14,0.032851592706690094,1.0,0.46153846153846156,0.0,0.36363636363636365,0.0,0.0,2
D,0.5958187687717773,0.5157895184444515,0.30146896693771824,11,0.030543296671986544,1.0,0.6153846153846154,0.5,0.0,0.05,0.0,3
E,6.593147816376911e-05,6.465858893448531e-06,0.000458353342171174,20,0.06290160419217258,1.0,1.0,0.7142857142857143,0.7272727272727273,0.0,0.2,5
F,6.598048562772415e-05,6.465688752374502e-06,0.0004579204820051405,20,0.06289489830308051,1.0,1.0,0.7142857142857143,0.6363636363636364,0.05,0.0,4
