models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9292929233292717,0.5159285602086462,6,0.1850084742251111,36.73025369644165,0.0,0.0,0.0,0.0,0.0,0
B,0.9081726429356594,0.28866405490667335,12,0.2140989095867049,112.40614032745361,0.8333333333333334,0.0,0.0,0.0,0.0,1
C,0.959595961903504,9.85368063206605e-05,7,0.12943584941975514,68.116947889328,1.0,0.4166666666666667,0.0,0.3076923076923077,0.0,3
D,0.9242424174799253,0.2772833726101996,13,0.3575243473102562,100.5384156703949,0.8333333333333334,0.6666666666666666,0.14285714285714285,0.0,0.0,2
E,0.36482471736756206,0.0012723065537135502,69,1.6322296504077558,101.15375113487244,1.0,1.0,1.0,1.0,0.0,4
