models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9695523550131717,0.0,2,0.019662198796099428,39.69571352005005,0.0,0.3333333333333333,0.5,0.0,0.0,0
B,0.9673657332077684,0.009552491451319565,3,0.03292573300465072,57.56640100479126,0.5,0.0,0.5,0.0,0.0,1
C,0.939279939571966,0.0,2,0.04895827950219403,45.290247440338135,0.5,0.6666666666666666,0.0,0.0,0.0,1
D,0.8581041854194276,0.0,2,0.11679794199424177,54.9199321269989,1.0,1.0,1.0,0.0,0.0,3
E,0.8637861103774618,0.206590883248095,4,0.37424162363717406,76.35368371009827,1.0,1.0,1.0,0.5,0.0,4
