models,delta,spacing,nds,c_1.0.1.0.0.1,c_1.0.1.0.1.1,c_1.0.1.0.2.1,c_1.0.1.0.3.1,c_1.0.1.0.4.1,c_1.0.1.0.5.1,score
1.0.1.0.0.1,0.7455621106640987,0.5789248938975736,14,0.0,0.5714285714285714,0.5625,0.8,0.8571428571428571,1.0,5
1.0.1.0.1.1,0.5325443779234197,0.6112762556360716,14,0.2857142857142857,0.0,0.3125,0.5333333333333333,0.9285714285714286,0.8,3
1.0.1.0.2.1,0.12444444132792391,0.0001713019531333417,16,0.2857142857142857,0.5714285714285714,0.0,0.8666666666666667,0.8571428571428571,0.9,4
1.0.1.0.3.1,0.6734693810201391,1.0555649521238535,15,0.21428571428571427,0.35714285714285715,0.125,0.0,0.7857142857142857,0.8,2
1.0.1.0.4.1,0.532544374702772,0.3631383301598006,14,0.07142857142857142,0.0,0.0625,0.2,0.0,0.8,1
1.0.1.0.5.1,1.703703651990156,1.6631952320881145,10,0.0,0.07142857142857142,0.0625,0.13333333333333333,0.14285714285714285,0.0,0
