Instance,1.6.9.0.0.1_0.5-mean,1.6.9.0.0.1_0.5-std,1.6.9.0.1.1_0.6-mean,1.6.9.0.1.1_0.6-std,1.6.9.0.2.1_0.7-mean,1.6.9.0.2.1_0.7-std,1.6.9.0.3.1_0.8-mean,1.6.9.0.3.1_0.8-std,1.6.9.0.4.1_0.9-mean,1.6.9.0.4.1_0.9-std,1.6.9.0.5.1_1.0-mean,1.6.9.0.5.1_1.0-std
small_ga-dem1_r25_1_0,\textbf{33.8},2.3,\textbf{33.8},1.2,32.5,2.2,29,2,24.8,1.3,22.6,0.49
small_ga-dem4_r25_1_40,\textbf{20},1.7,19.9,1.2,\textbf{20},1.1,19,1.6,15.1,2.4,14.5,2.2
small_no-dem2_r25_1_40,\textbf{8.8},0.4,\textbf{8.8},0.4,7.7,1.2,7.8,1.2,6.4,1.8,4,0.77
small_no-dem3_r25_1_0,\textbf{25.8},0.87,25.6,1.9,23,1.5,20.7,2.1,19.1,1.1,15.9,0.94
small_uu-dem4_r25_1_0,\textbf{18.6},1.4,17.4,1.4,17.4,1.6,14.6,1,10.9,1.6,8.1,1.1
