Instance,1.6.9.0.0.1_0.5-mean,1.6.9.0.0.1_0.5-std,1.6.9.0.1.1_0.6-mean,1.6.9.0.1.1_0.6-std,1.6.9.0.2.1_0.7-mean,1.6.9.0.2.1_0.7-std,1.6.9.0.3.1_0.8-mean,1.6.9.0.3.1_0.8-std,1.6.9.0.4.1_0.9-mean,1.6.9.0.4.1_0.9-std,1.6.9.0.5.1_1.0-mean,1.6.9.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.166,0.07,\textbf{0.164},0.036,0.197,0.055,0.282,0.051,0.401,0.036,0.466,0.025
small_ga-dem4_r25_1_40,\textbf{0.517},0.044,0.529,0.037,0.522,0.034,0.552,0.052,0.641,0.064,0.666,0.058
small_no-dem2_r25_1_40,0.802,0.015,\textbf{0.8},0.01,0.828,0.03,0.826,0.032,0.863,0.047,0.924,0.02
small_no-dem3_r25_1_0,\textbf{0.373},0.029,0.376,0.053,0.441,0.041,0.506,0.06,0.545,0.032,0.625,0.028
small_uu-dem4_r25_1_0,\textbf{0.562},0.043,0.591,0.038,0.584,0.041,0.659,0.025,0.761,0.045,0.823,0.032
