Instance,1.6.9.0.0.1_0.5-mean,1.6.9.0.0.1_0.5-std,1.6.9.0.1.1_0.6-mean,1.6.9.0.1.1_0.6-std,1.6.9.0.2.1_0.7-mean,1.6.9.0.2.1_0.7-std,1.6.9.0.3.1_0.8-mean,1.6.9.0.3.1_0.8-std,1.6.9.0.4.1_0.9-mean,1.6.9.0.4.1_0.9-std,1.6.9.0.5.1_1.0-mean,1.6.9.0.5.1_1.0-std
small_ga-dem1_r25_1_0,0.16575294242112168,0.0697851772436225,0.16377669741756193,0.03612882842216206,0.19712063442875916,0.05508516372117665,0.2820513591403283,0.051282029386170866,0.40101570077691767,0.03638727761178232,0.46563439489864644,0.02463079254288085
small_ga-dem4_r25_1_40,0.5174085488409279,0.04385864342254106,0.5291038276418558,0.037200736395879244,0.5219788205828049,0.033635367702867174,0.5520182266680436,0.05207884648683665,0.6406314782567973,0.06353868966764986,0.6662090458903488,0.058087443662414945
small_no-dem2_r25_1_40,0.8018320676203693,0.01450886314462129,0.8000008112108657,0.010256107789917887,0.8282055238951207,0.030446734247163407,0.8256415540046044,0.03202524380444834,0.8630771308171324,0.04672275996296364,0.9239316578578569,0.020026259684581264
small_no-dem3_r25_1_0,0.3730948294396085,0.028961239147060534,0.3762646238091173,0.053241417968124476,0.44055950711634795,0.04080250851062342,0.5063110771299699,0.059510181230995635,0.5450086551979308,0.03184646174379968,0.6245879322855102,0.027646311106667362
small_uu-dem4_r25_1_0,0.5622785249459239,0.04322672674777888,0.5907138508215601,0.03797001744048888,0.583993527103333,0.040765157820177,0.6594101926118292,0.024620611117339344,0.760883207288759,0.044610329371453476,0.8233211331267724,0.03210582916218833
