models,delta,spacing,nds,c_1.0.4.0.0.1,c_1.0.4.0.1.1,c_1.0.4.0.2.1,c_1.0.4.0.3.1,c_1.0.4.0.4.1,c_1.0.4.0.5.1,score
1.0.4.0.0.1,0.5399999861916482,0.000366936889648976,11,0.0,0.45454545454545453,0.5714285714285714,0.2857142857142857,0.5,0.5,5
1.0.4.0.1.1,1.754052789904037e-07,0.00040821726478870946,11,0.2727272727272727,0.0,0.5714285714285714,0.42857142857142855,0.42857142857142855,0.75,4
1.0.4.0.2.1,1.7777777681104718,0.5345053477341883,7,0.18181818181818182,0.18181818181818182,0.0,0.14285714285714285,0.21428571428571427,0.4166666666666667,0
1.0.4.0.3.1,0.8333332933290479,1.1338831352261163,7,0.2727272727272727,0.18181818181818182,0.5714285714285714,0.0,0.35714285714285715,0.5833333333333334,2
1.0.4.0.4.1,0.591715972076466,0.00010676087815308616,14,0.36363636363636365,0.36363636363636365,0.7142857142857143,0.42857142857142855,0.0,0.6666666666666666,3
1.0.4.0.5.1,0.16528925578121959,6.0281507485233416e-05,12,0.2727272727272727,0.18181818181818182,0.42857142857142855,0.2857142857142857,0.35714285714285715,0.0,1
