models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.994073238087079,0.0061392108429091825,5,0.08644303061280262,143.75624012947083,0.0,0.3333333333333333,0.0,0.0,0.0,0
B,0.9731491575269994,0.11023090755079791,3,0.08126558867698591,163.32878351211548,0.4,0.0,0.0,0.0,0.0,1
C,0.9272363001005388,0.0839502649497762,3,0.09992101045174348,111.15229201316833,0.6,0.6666666666666666,0.0,0.0,0.0,2
D,0.855566897040258,0.0,2,0.11254474939367387,164.29991126060486,1.0,1.0,1.0,0.0,0.0,3
E,0.9566229499274774,0.1779141542625613,7,0.4312610864368844,226.62614560127258,1.0,1.0,1.0,1.0,0.0,4
