models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.035811970432464285,0.8654519130336846,0.044620332995839375,6,0.676638794375736,27.444255828857422,0.0,0.4,0.18181818181818182,0.1,0.6666666666666666,0.0,1
NetKeys,0.03478674853784168,0.7452024085628273,0.013180724146049842,10,0.769746040178672,34.81717777252197,0.5,0.0,0.2727272727272727,0.3,0.75,0.1,2
Prim,0.028811852378900955,0.7104944135659994,0.006126164948390795,11,0.7235596912489781,19.52145028114319,0.3333333333333333,0.6,0.0,0.6,0.75,0.0,4
Kruskal,0.03244411482739142,0.739298431686597,0.006872314151761859,10,0.7234353852611938,30.03009557723999,0.5,0.6,0.2727272727272727,0.0,0.75,0.0,3
HMOEA,0.02656995606548243,0.7024098359979111,0.018757777223664698,12,0.8478194212878006,40.054728746414185,0.0,0.1,0.0,0.0,0.0,0.1,0
GPrim,0.0003222917866466094,0.535775035718745,0.04932502195597392,20,0.884197893191182,25.243299961090088,0.8333333333333334,0.8,0.45454545454545453,0.8,0.8333333333333334,0.0,5
