models,delta,spacing,onvg,hypervolume,time,c_HMOEA,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
HMOEA,0.8158338318686991,0.02851482281387641,8,0.8506913448614013,36.20512676239014,0.0,0.125,0.08333333333333333,0.0,0.0,0.0,0
Prufer,0.8996741280525214,0.017395328489294506,8,0.6889672338212267,23.16384243965149,0.25,0.0,0.0,0.0,0.0,0.0,1
NetKeys,0.8434992527716094,0.01503723945326863,12,0.7859674861645478,23.70741581916809,0.625,1.0,0.0,0.6363636363636364,0.18181818181818182,0.0,3
Prim,0.8609314089303389,0.008153446074712745,11,0.7604586461450672,28.476961851119995,0.625,1.0,0.25,0.0,0.0,0.0,2
Kruskal,0.8593306459580824,0.023683089644669992,11,0.8324146663298734,32.01217532157898,0.875,1.0,0.6666666666666666,0.9090909090909091,0.0,0.0,4
GPrim,0.6703912121774951,0.02047392878828283,28,0.9032831851221591,40.91859245300293,1.0,1.0,1.0,1.0,1.0,0.0,5
