models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.3730948294396085,0.0004548594729784446,25.8,0.1748730846248777,0.0,0.3734984520123839,0.4151271876271876,0.3046398046398046,2.0
"1.6.9.0.4.1_(0.8, 0.2)",0.5450086551979308,0.022999531812951418,19.1,0.0793566937616407,0.18736752136752138,0.0,0.17899715099715097,0.16874236874236875,0.2
"1.6.9.0.4.2_(0.8, 0.1)",0.3506765865165859,0.0005831514153912967,26.6,0.19854641342376295,0.2954814814814815,0.38517027863777087,0.0,0.25379527879527874,1.4
"1.6.9.0.4.3_(0.7, 0.2)",0.32820947348570956,0.0008036167762935243,27.2,0.23266398881638373,0.4095270655270656,0.4127863777089783,0.4577108262108262,0.0,2.4
