models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,1.1056672268589094,0.8947368534293884,0.0001073468076783222,3,0.009389190083471763,0.0,0.0,0.0,0.0,0.0,0
B,0.7664854942153416,0.7192983158298131,0.3781734078745833,7,0.031222037337414306,1.0,0.0,0.5,0.125,0.0,2
C,0.514781529371988,0.5672515795761035,0.31632275477348043,10,0.04386318839848973,1.0,0.2857142857142857,0.0,0.125,0.0,1
D,0.8645808327050004,0.6315790603067231,8.727327776889849e-05,8,0.03230323691869635,1.0,0.8571428571428571,0.8,0.0,0.0,3
E,0.18708325821486563,0.15789919750042303,0.0009814581295099951,17,0.11544675412620896,1.0,1.0,1.0,1.0,0.0,4
