models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9857152712767516,0.006250185568673408,5,0.04046118435341145,0.0,0.0,0.0,0.0,0.0,0
B,0.9489674899875828,0.004679983729267569,20,0.12052326210191727,1.0,0.0,0.0,0.0,0.0,1
C,0.9767581498552567,0.0040304116829263424,11,0.06793326818870826,1.0,0.45,0.0,0.125,0.0,3
D,0.9539800419837383,0.006813309904327389,16,0.15073125700535445,1.0,1.0,0.0,0.0,0.0,2
E,0.7465239282270922,0.0031349027138880127,99,0.400996565518616,1.0,1.0,1.0,0.625,0.0,4
