models,igd,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.058368298176598,0.7976369259177621,0.02474278028984906,7,0.6805579658083901,18.318862438201904,0.0,0.18181818181818182,0.08333333333333333,0.1111111111111111,0.0,0
NetKeys,0.045476891334859645,0.7201297170416224,0.019939505240715815,11,0.6840708938052287,25.211375951766968,0.5714285714285714,0.0,0.08333333333333333,0.1111111111111111,0.0,1
Prim,0.046019472067732284,0.6773536781505225,0.019659790153329918,12,0.6442493279866464,18.518938302993774,0.5714285714285714,0.18181818181818182,0.0,0.0,0.0,2
Kruskal,0.0510597067854444,0.7616118986853406,0.02192232555405287,9,0.6442030540727826,20.406277894973755,0.7142857142857143,0.18181818181818182,0.25,0.0,0.0,3
GPrim,0.00015582703799165316,0.6428603635757916,0.11770037481693582,20,0.7936948719177361,25.428287982940674,1.0,0.36363636363636365,0.25,0.3333333333333333,0.0,4
