models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9747842845709214,0.006310034098082282,9,0.05477302329975989,251.4734342098236,0.0,0.375,0.0,0.0,0.0,1
B,0.8625366480701832,0.006553367619781766,16,0.17146893885817394,1216.3214106559753,0.0,0.0,0.0,0.0,0.0,0
C,0.9836080664478306,0.009935200383504837,9,0.04330188722841352,199.0731782913208,0.8888888888888888,0.375,0.0,0.0,0.0,2
D,0.971703820714527,0.0030076268137408315,9,0.049928903436675415,328.354528427124,1.0,0.8125,0.8888888888888888,0.0,0.0,3
E,0.7497268594108807,0.002606984598689867,97,0.4010420696320367,262.890029668808,1.0,1.0,1.0,1.0,0.0,4
