models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_GPrim,score
Prufer,0.9465651755651991,0.019964598112303552,10,0.6914872055628792,117.09234881401062,0.0,0.0,0.0,0.0,0.0,0
NetKeys,0.9924336575834377,0.027727096807409413,4,0.7504943632184446,137.73697423934937,1.0,0.0,1.0,0.0,0.0,2
Prim,0.973423681524097,0.023610758839738562,4,0.7116659466903361,108.84960913658142,0.9,0.0,0.0,0.0,0.0,1
Kruskal,0.9885955216995891,0.03281124351201849,3,0.7805657790161011,117.6786561012268,1.0,1.0,1.0,0.0,0.0,3
GPrim,1.07639471612379,0.11179537413505075,21,0.9224849075976812,193.1483211517334,1.0,1.0,1.0,1.0,0.0,4
