models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.7842105327047003,0.4465087601461194,5.2,0.025368568764569464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B,0.5243944274443871,0.05943915467407106,10.6,0.04436161706403098,1.0,0.0,0.27009379509379505,0.27784632034632034,0.01,0.02,1.4
C,0.5925143237601744,0.1405293804957725,9.3,0.038169342938307094,1.0,0.519965034965035,0.0,0.3820995670995671,0.030263157894736843,0.045,2.2
D,0.5393317637585976,0.1326219983351465,10.4,0.04498408599571744,1.0,0.5397727272727273,0.37827922077922077,0.0,0.035,0.034999999999999996,2.2
E,0.010532163300550434,0.0007884191916500633,19.8,0.11910035198881577,1.0,0.9574999999999999,0.8855519480519479,0.885909090909091,0.0,0.40499999999999997,4.9
F,6.8356290466338084e-06,0.0009034370601383847,20.0,0.12645478541234678,1.0,0.9184090909090908,0.84491341991342,0.8480844155844156,0.19710526315789473,0.0,4.0
