models,delta,spacing,onvg,hypervolume,time,c_Prufer,c_NetKeys,c_Prim,c_Kruskal,c_HMOEA,c_GPrim,score
Prufer,0.9811462283161257,0.00597939430796821,4,0.672810100871364,113.52489972114563,0.0,1.0,0.5,0.0,0.25,0.0,3
NetKeys,0.9939399616675496,0.0,2,0.6364713175206479,153.98839211463928,0.0,0.0,0.0,0.0,0.25,0.0,1
Prim,0.9264321473287741,0.0,2,0.6934043596983237,108.0517110824585,0.0,0.0,0.0,0.0,0.25,0.0,0
Kruskal,0.9908582062872265,0.0,2,0.7994577972771966,119.46246385574341,1.0,1.0,1.0,0.0,0.75,0.0,4
HMOEA,0.8723206091757435,0.020136458778087136,4,0.7731241792736687,364.70352697372437,0.0,0.0,0.5,0.0,0.0,0.0,1
GPrim,0.9608802502861743,0.10254730806008294,6,0.8986697793193514,228.1026542186737,1.0,1.0,1.0,1.0,1.0,0.0,5
