models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9722777870559141,0.008056208643894443,6.0,0.038157118925600544,0.0,0.013333333333333332,0.0,0.0,0.0,0.0
B,0.9233128078645011,0.009922243047871069,18.2,0.1698973533587958,0.7839285714285714,0.0,0.06363636363636363,0.029411764705882353,0.0,1.1
C,0.973926063545141,0.005186715130733956,8.7,0.05522286723491545,1.0,0.31610209235209236,0.0,0.19320379535213292,0.0,2.6
D,0.9516964838708086,0.008586407335163769,15.1,0.1182446623017249,1.0,0.9589473684210527,0.2370851370851371,0.0,0.0,2.3
E,0.7579551011501198,0.0026738570702851848,98.4,0.39255681706710205,1.0,1.0,1.0,0.9928571428571429,0.0,4.0
