models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.4615398130883369,0.0017479448760909528,22,0.4211397221264577,0.0,0.7222222222222222,0.4444444444444444,0.45,3
"1.6.9.0.4.1_(0.8, 0.2)",0.5641028339807873,0.00033603667667479433,18,0.18266518245873473,0.18181818181818182,0.0,0.16666666666666666,0.3,0
"1.6.9.0.4.2_(0.8, 0.1)",0.5641038189036282,0.0019102877524326811,18,0.3887928039162497,0.4090909090909091,0.6111111111111112,0.0,0.35,1
"1.6.9.0.4.3_(0.7, 0.2)",0.5128223624117084,0.0018216724064881724,20,0.4034850835599425,0.36363636363636365,0.5,0.3888888888888889,0.0,2
