models,delta,spacing,nds,c_0.2.6.0.0.0,c_0.2.6.0.0.1,c_0.2.6.0.0.2,c_0.2.6.0.0.3,c_0.2.6.0.0.4,c_0.2.6.0.0.5,score
0.2.6.0.0.0,1.0000000047274755,1.1548128685413193,3,0.0,1.0,0.0,0.5,0.5,0.3333333333333333,3
0.2.6.0.0.1,inf,inf,1,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1
0.2.6.0.0.2,inf,inf,1,0.0,1.0,0.0,0.25,0.5,0.3333333333333333,4
0.2.6.0.0.3,1.1111110520061536,1.414018399307178,4,0.3333333333333333,1.0,0.0,0.0,1.0,1.0,3
0.2.6.0.0.4,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,1
0.2.6.0.0.5,0.49999964560075005,0.5766680590536795,3,0.3333333333333333,0.0,0.0,0.0,0.5,0.0,1
