models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8935585297755322,0.06029078460880362,6,0.17168435736377372,0.0,0.0,0.0,0.0,0.0,0
B,0.8841378156318287,0.009362539311787375,9,0.1416198865377411,1.0,0.0,0.5,0.25,0.0,2
C,0.8413074932563712,0.007105943062631708,12,0.16012333203609674,1.0,0.2222222222222222,0.0,0.08333333333333333,0.0,1
D,0.8600069747259085,0.024005543491549187,12,0.2139943382028769,1.0,0.4444444444444444,0.6666666666666666,0.0,0.0,3
E,0.7695036453156101,0.03943924552775265,22,0.42873604885321664,1.0,1.0,1.0,0.9166666666666666,0.0,4
