models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.8205130059630353,0.0008320258423111667,8,0.1555811285000627,0.0,1.0,0.3333333333333333,0.4444444444444444,3
"1.6.9.0.4.1_(0.8, 0.2)",0.9230769468104739,0.00035832635079873686,4,0.05004625176311561,0.0,0.0,0.0,0.0,0
"1.6.9.0.4.2_(0.8, 0.1)",0.7948724411566003,0.0024069896288573213,9,0.30768768452781453,0.25,1.0,0.0,0.4444444444444444,2
"1.6.9.0.4.3_(0.7, 0.2)",0.7948725250856363,0.002523511719947335,9,0.3080899826306178,0.375,1.0,0.3333333333333333,0.0,1
