models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.8673466659977004,0.042457887712304396,3.9,0.12008489066727904,22.304939222335815,0.0,0.0,0.0,0.0,0.0,0.0
B,0.9555412747751453,0.017974569285310174,3.7,0.05758932821436018,51.21194829940796,1.0,0.0,0.39666666666666667,0.11666666666666665,0.0,1.8
C,0.9226364868114368,0.04243081058720595,5.4,0.12115717856308665,39.69915609359741,1.0,0.3666666666666667,0.0,0.05833333333333333,0.0,1.4
D,0.9416268401038839,0.02983803499264051,3.4,0.08379173034347394,52.139740347862244,0.95,0.42000000000000004,0.5940476190476189,0.0,0.0,2.5
E,0.9178543838640385,0.10505650878487942,8.7,0.3712376352187459,71.70696058273316,1.0,1.0,1.0,1.0,0.0,4.0
