models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9459433300186647,0.031018913926348896,4,0.08244915255828195,0.0,0.0,0.0,0.0,0.0,0
B,0.9575229420606778,0.008878103820468514,9,0.07880649142783504,0.75,0.0,0.5833333333333334,0.2,0.0,2
C,0.93381614157451,0.0037869597655629645,12,0.10476319871552585,1.0,0.2222222222222222,0.0,0.25,0.0,2
D,0.8807645975085588,0.01100454110107214,20,0.22172925862747722,1.0,0.4444444444444444,0.16666666666666666,0.0,0.0,2
E,0.9401132593643491,0.062418085483671955,72,0.8096250011228503,1.0,1.0,1.0,1.0,0.0,4
