models,delta,spacing,onvg,hypervolume,c_1.6.6.0.4.0_0.05,c_1.6.6.0.4.1_0.1,c_1.6.6.0.4.2_0.15,c_1.6.6.0.4.3_0.2,c_1.6.6.0.4.4_0.3,c_1.6.6.0.4.5_0.4,c_1.6.6.0.4.6_0.5,score
1.6.6.0.4.0_0.05,0.9089743556340248,0.7657287331658787,4.0,0.02619378681552868,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.05,0.03333333333333333,0.5
1.6.6.0.4.1_0.1,0.9089743561644367,0.8234998554585253,4.1,0.02651648315559274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6.6.0.4.2_0.15,0.9089743561644367,0.8234998554585253,4.1,0.02651648315559274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.6.6.0.4.3_0.2,0.9089743561712629,0.8615125139409898,4.2,0.026992674311379927,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.025,0.0,0.0,0.4
1.6.6.0.4.4_0.3,0.9089743561950598,0.8615161638835375,4.2,0.0269157951768978,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.3
1.6.6.0.4.5_0.4,0.9102564073987447,0.7712937413459645,3.9,0.025015607516370598,0.11666666666666665,0.1,0.1,0.06666666666666667,0.06666666666666667,0.0,0.03333333333333333,1.2
1.6.6.0.4.6_0.5,0.9102564073469601,0.829066135414941,4.0,0.026223439671780473,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.1,0.1,0.05,0.0,1.3
