models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.05736623565345265,0.8468599778072806,0.0484992863103365,5,0.18434973208838823,0.0,0.0,0.0,0.0,0.0,0
B,0.04076323675961335,0.6686445844187353,0.01749129581659097,13,0.35194323551345663,1.0,0.0,0.16666666666666666,0.21428571428571427,0.0,1
C,0.0439751376819026,0.6816819868296257,0.019595459343742766,12,0.3110209398780824,1.0,0.6923076923076923,0.0,0.21428571428571427,0.05,2
D,0.032065893064806957,0.6730746795356342,0.05866696338418732,14,0.43798470205389106,1.0,0.6923076923076923,0.3333333333333333,0.0,0.05,3
E,0.011043493496835092,0.6438560731811159,0.11762212875402035,20,0.8063133070449328,1.0,0.8461538461538461,0.6666666666666666,0.5714285714285714,0.0,4
