models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7793622249996928,0.29893033274185665,5.8,1.6777579482449867,0.0,0.0,0.0,0.0,0.0,0.0
B,0.6691891964355985,0.2834696809519645,7.8,3.0669453902365875,1.0,0.0,0.4205844155844156,0.31190476190476185,0.0,2.0
C,0.710261819526489,0.23482438867877137,7.0,2.850058418745958,1.0,0.40444444444444444,0.0,0.36190476190476184,0.0,1.8
D,0.7293199239375645,0.2300609900804224,6.6,2.916105763770939,1.0,0.43166666666666664,0.502012987012987,0.0,0.0,2.0
E,0.5845311612857278,0.8820735323136708,15.2,43.06705061300498,1.0,0.9666666666666666,1.0,1.0,0.0,4.0
