models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.8691173254512519,0.013656506926440456,5,0.09995434176659171,0.0,0.0,0.0,0.0,0.0,0
B,0.8365168380381974,0.00727725781425355,12,0.16557136994607036,1.0,0.0,0.14285714285714285,0.09090909090909091,0.0,1
C,0.8977550378008924,0.012751180959984487,7,0.11985947145237638,1.0,0.5833333333333334,0.0,0.2727272727272727,0.0,2
D,0.8289127519677122,0.012778444053471493,11,0.225455390074477,1.0,0.75,0.2857142857142857,0.0,0.0,3
E,0.7538154018353401,0.03571932416897928,22,0.4184828219642478,1.0,1.0,1.0,1.0,0.0,4
