models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9351949260516419,0.14709551630257459,3,0.1454993938796306,40.32768249511719,0.0,0.0,0.0,0.0,0.0,0
B,0.9837692363603029,0.0,2,0.013249839083470188,59.258644342422485,1.0,0.0,0.0,0.0,0.0,1
C,0.9798763397432536,0.0,2,0.018780982291945802,45.778618812561035,1.0,1.0,0.0,0.0,0.0,2
D,0.8726955174427982,0.0,2,0.10561853146463647,53.35708045959473,1.0,1.0,1.0,0.0,0.0,3
E,0.8621541615013237,0.2070981254811335,4,0.3744705029013241,76.45062637329102,1.0,1.0,1.0,0.5,0.0,4
