models,delta,spacing,onvg,hypervolume,time,c_A,c_B,c_C,c_D,c_E,score
A,0.9465982669303361,0.007124236174836273,11,0.07327656887814821,245.31452250480652,0.0,0.35714285714285715,0.1111111111111111,0.0,0.0,1
B,0.9652468455360276,0.015296379627526011,14,0.14127017955664617,1163.5449857711792,0.09090909090909091,0.0,0.0,0.0,0.0,0
C,0.9788744542229031,0.006393149739557185,9,0.09013242646018324,175.38434886932373,0.6363636363636364,0.7142857142857143,0.0,0.3157894736842105,0.0,2
D,0.9554315253512685,0.0020236622493532046,19,0.0856227848309801,368.9929325580597,1.0,1.0,0.5555555555555556,0.0,0.0,3
E,0.7581269850773261,0.002637849729172322,100,0.3835522932943516,237.46782803535461,1.0,1.0,1.0,1.0,0.0,4
