models,delta,spacing,onvg,hypervolume,"c_1.6.9.0.4.0_(0.9, 0.1)","c_1.6.9.0.4.1_(0.8, 0.2)","c_1.6.9.0.4.2_(0.8, 0.1)","c_1.6.9.0.4.3_(0.7, 0.2)",score
"1.6.9.0.4.0_(0.9, 0.1)",0.5128230471990797,0.0007584051501363606,20,0.19961389853246195,0.0,0.5555555555555556,0.375,0.4,1
"1.6.9.0.4.1_(0.8, 0.2)",0.8205128294959102,0.33332899498201496,9,0.045046899998027023,0.1,0.0,0.125,0.15,0
"1.6.9.0.4.2_(0.8, 0.1)",0.6529914987420907,0.24997460772622307,16,0.0984945317583952,0.45,0.3333333333333333,0.0,0.35,2
"1.6.9.0.4.3_(0.7, 0.2)",0.5357623968709322,0.22353928678678986,20,0.177216972640975,0.45,0.3333333333333333,0.375,0.0,3
