models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,c_F,score
A,0.9597989959427478,1.0952693709217645,5,0.2641279487284407,0.0,0.0,0.0,0.0,0.0,0.0,0
B,0.9412853739890505,1.3954325238433751,20,1.0201306471215439,0.8,0.0,0.0,0.0,0.0,0.0,1
C,1.005743000415804,4.470174861697288,8,0.5225984077521648,1.0,0.5,0.0,0.07692307692307693,0.0,0.0,2
D,0.9522613094208484,1.8878247531068746,13,1.0124764527692536,1.0,1.0,0.75,0.0,0.0,0.0,3
E,0.5845684403331765,0.4878266245939363,80,2.7377713381462305,1.0,1.0,1.0,0.8461538461538461,0.0,0.2857142857142857,4
F,0.5726053352204864,0.6092076291029722,98,3.166017479368564,1.0,1.0,1.0,1.0,0.2875,0.0,5
