models,igd,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.7681145908962428,0.7578947610175428,0.40824473790242966,6,0.02666796505103511,0.0,0.0,0.0,0.0,0.0,0
B,0.427200202264432,0.6616541842904116,0.743997647888667,8,0.046726132937920814,1.0,0.0,0.2857142857142857,0.25,0.0,1
C,0.6082762609317502,0.7192982980257204,0.00017200690289994493,7,0.03379217314053021,1.0,0.5,0.0,0.125,0.0,2
D,0.7648529332246692,0.6315790427242984,0.00010049504000823742,8,0.03013679916556266,1.0,0.5,0.5714285714285714,0.0,0.0,3
E,0.26457514687357075,0.3157897024581537,0.0001242200851310345,14,0.055208215710434654,1.0,1.0,1.0,1.0,0.0,4
