models,delta,spacing,nds,c_1.0.2.0.4.0,c_1.0.2.0.4.1,c_1.0.2.0.4.2,c_1.0.2.0.4.3,c_1.0.2.0.4.4,c_1.0.2.0.4.5,c_1.0.2.0.4.6,c_1.0.2.0.4.7
1.0.2.0.4.0,inf,inf,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.1,inf,inf,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0.2.0.4.2,0.0,0.0,2,1.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5
1.0.2.0.4.3,0.0,0.0,2,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5
1.0.2.0.4.4,0.0,0.0,2,1.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0
1.0.2.0.4.5,0.0,0.0,2,1.0,1.0,1.0,1.0,0.5,0.0,0.5,1.0
1.0.2.0.4.6,0.0,0.0,2,1.0,1.0,0.5,0.5,0.5,0.0,0.0,1.0
1.0.2.0.4.7,0.0,0.0,2,1.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0
