models,delta,spacing,nds,c_1.0.2.0.0.1,c_1.0.2.0.1.1,c_1.0.2.0.2.1,c_1.0.2.0.3.1,c_1.0.2.0.4.1,c_1.0.2.0.5.1
1.0.2.0.0.1,0.555555547139308,0.0002776857162569443,13,0.0,0.3,0.0,0.0,0.0,0.0
1.0.2.0.1.1,0.5185185072229975,0.31620199989042946,10,0.46153846153846156,0.0,0.0,0.0,0.08333333333333333,0.0
1.0.2.0.2.1,0.3749998593841801,0.0006952539530489844,9,0.6153846153846154,0.8,0.0,0.375,0.25,0.2857142857142857
1.0.2.0.3.1,0.6530612156524388,0.35361334843929315,8,0.6923076923076923,0.8,0.1111111111111111,0.0,0.25,0.2857142857142857
1.0.2.0.4.1,0.7438016618064442,0.28881263063094037,12,0.6923076923076923,0.8,0.3333333333333333,0.375,0.0,0.42857142857142855
1.0.2.0.5.1,1.7777777483332546,1.9517983376778063,7,0.46153846153846156,0.6,0.2222222222222222,0.375,0.3333333333333333,0.0
