models,delta,spacing,onvg,hypervolume,c_A,c_B,c_C,c_D,c_E,score
A,0.9681620087245786,0.0039296058412389406,12,0.05974457449993134,0.0,0.0,0.0,0.0,0.0,0
B,0.9317802477230671,0.011709832501397113,18,0.15845522647457536,0.6666666666666666,0.0,0.0,0.0,0.0,1
C,0.9743473409377963,0.012308275042074601,10,0.06472437743155837,1.0,0.5,0.0,0.1875,0.0,2
D,0.9571413748761386,0.009765172914185773,16,0.17597210467462224,1.0,1.0,0.2,0.0,0.0,3
E,0.7591405015837822,0.0026914469417493475,98,0.4009392195251644,1.0,1.0,1.0,1.0,0.0,4
