models,delta,spacing,onvg,hypervolume,c_1.6.6.0.4.0_0.05,c_1.6.6.0.4.1_0.1,c_1.6.6.0.4.2_0.15,c_1.6.6.0.4.3_0.2,c_1.6.6.0.4.4_0.3,c_1.6.6.0.4.5_0.4,c_1.6.6.0.4.6_0.5,c_1.6.6.0.4.7_0.6,score
1.6.6.0.4.0_0.05,0.948717946693442,1.499875305153873,4,0.028996213948681453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.6.6.0.4.1_0.1,0.9487179467082747,1.4999290526595248,4,0.030232406581003367,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
1.6.6.0.4.2_0.15,0.9487179467082747,1.4999290526595248,4,0.030232406581003367,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
1.6.6.0.4.3_0.2,0.9487179467082747,1.4999290526595248,4,0.030232406581003367,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
1.6.6.0.4.4_0.3,0.9487179493153088,1.499984706863592,4,0.0283271406422764,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.25,7
1.6.6.0.4.5_0.4,0.948717946698947,1.4999079147222647,4,0.029746234023105965,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.6.6.0.4.6_0.5,0.9487179467082747,1.4999290526595248,4,0.030232406581003367,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2
1.6.6.0.4.7_0.6,0.9487179493011585,1.4999631862522325,4,0.027832166581003362,0.5,0.25,0.25,0.25,0.0,0.5,0.25,0.0,6
