models,delta,spacing,nds,c_1.0.2.0.4.0,c_1.0.2.0.4.1,c_1.0.2.0.4.2,c_1.0.2.0.4.3,c_1.0.2.0.4.4,c_1.0.2.0.4.5,c_1.0.2.0.4.6,c_1.0.2.0.4.7,score
1.0.2.0.4.0,0.2448979533395025,0.0001570819752830112,15,0.0,0.7272727272727273,0.2,0.23076923076923078,0.35714285714285715,0.42857142857142855,0.35714285714285715,0.16666666666666666,1
1.0.2.0.4.1,0.4799997003107509,0.30138972838466155,11,0.2,0.0,0.0,0.0,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.08333333333333333,0
1.0.2.0.4.2,0.39506170570190924,0.6323861504418007,10,0.6,0.7272727272727273,0.0,0.23076923076923078,0.6428571428571429,0.5714285714285714,0.5,0.3333333333333333,5
1.0.2.0.4.3,0.15277776946194452,0.0002808552061361485,13,0.6666666666666666,1.0,0.5,0.0,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.5,7
1.0.2.0.4.4,0.14201183154241645,0.00016623671638362462,14,0.4666666666666667,0.5454545454545454,0.2,0.3076923076923077,0.0,0.35714285714285715,0.42857142857142855,0.25,2
1.0.2.0.4.5,0.14201183142292745,0.0001567644778730703,14,0.5333333333333333,0.5454545454545454,0.3,0.23076923076923078,0.5714285714285714,0.0,0.35714285714285715,0.3333333333333333,4
1.0.2.0.4.6,0.1420118226430613,0.2672528330259744,14,0.4666666666666667,0.7272727272727273,0.4,0.23076923076923078,0.42857142857142855,0.2857142857142857,0.0,0.3333333333333333,2
1.0.2.0.4.7,0.33057844403673475,0.000779015323233525,12,0.5333333333333333,0.8181818181818182,0.5,0.38461538461538464,0.5,0.5,0.6428571428571429,0.0,6
